market_segment,previous_cancellations,deposit_type,days_in_waiting_list,customer_type,reserved_room_type,required_car_parking_spaces,total_of_special_requests,lead_time,is_canceled
Offline TA/TO,0,No Deposit,0,Transient-Party,F,0,1,49,0
Online TA,0,No Deposit,0,Transient,Others,0,0,55,1
Groups,0,No Deposit,0,Transient,D,0,1,285,0
Online TA,0,No Deposit,0,Transient,Others,1,0,18,0
Online TA,0,No Deposit,0,Transient,A,0,1,44,1
Online TA,0,No Deposit,0,Transient,E,1,1,106,0
Direct,0,No Deposit,0,Transient-Party,D,1,1,75,0
Direct,0,No Deposit,0,Transient-Party,D,0,0,116,1
Online TA,0,No Deposit,0,Transient-Party,A,1,1,48,0
Corporate,0,No Deposit,0,Transient,G,0,1,2,0
Online TA,0,No Deposit,0,Transient,D,0,0,14,1
Offline TA/TO,0,No Deposit,0,Transient-Party,B,0,0,187,0
Online TA,0,No Deposit,0,Transient,E,0,1,174,1
Online TA,0,No Deposit,0,Transient,E,0,1,69,0
Offline TA/TO,1,No Deposit,0,Group,A,0,0,0,0
Online TA,0,No Deposit,0,Transient,D,0,1,25,1
Online TA,0,No Deposit,0,Transient-Party,A,0,1,79,0
Offline TA/TO,0,No Deposit,0,Transient,A,0,0,241,0
Online TA,0,No Deposit,0,Transient,E,0,0,122,0
Online TA,0,No Deposit,0,Transient,A,0,1,85,0
Offline TA/TO,1,No Deposit,0,Transient-Party,A,0,1,40,1
Direct,0,No Deposit,0,Transient,E,0,1,105,0
Direct,0,Refundable,0,Transient,D,0,0,61,1
Online TA,0,No Deposit,0,Transient,D,0,1,61,0
Online TA,0,No Deposit,0,Transient,F,0,1,10,0
Corporate,1,No Deposit,0,Transient,A,0,1,3,0
Groups,1,No Deposit,0,Transient,A,1,0,9,0
Direct,0,No Deposit,0,Transient,E,0,1,10,1
Direct,0,No Deposit,0,Transient,Others,0,1,124,0
Offline TA/TO,0,No Deposit,0,Transient-Party,E,0,0,272,0
Online TA,0,No Deposit,0,Transient,D,0,0,96,0
Online TA,0,No Deposit,0,Transient-Party,D,0,0,42,0
Online TA,0,No Deposit,0,Transient,E,0,0,199,1
Online TA,0,No Deposit,0,Transient,F,0,0,125,0
Direct,0,No Deposit,0,Transient-Party,E,1,1,68,0
Offline TA/TO,0,No Deposit,0,Contract,A,0,1,113,0
Online TA,0,Refundable,0,Transient,A,0,0,177,1
Offline TA/TO,0,No Deposit,0,Transient,A,0,1,55,0
Direct,0,No Deposit,0,Transient,A,0,1,51,1
Online TA,0,No Deposit,0,Transient,A,0,1,218,1
Online TA,0,No Deposit,0,Transient-Party,A,0,1,57,1
Online TA,0,No Deposit,0,Transient,Others,1,1,8,0
Offline TA/TO,0,No Deposit,0,Group,D,0,0,43,0
Direct,0,No Deposit,0,Transient-Party,B,0,1,156,0
Online TA,0,No Deposit,0,Transient,D,0,0,78,1
Online TA,0,No Deposit,0,Transient-Party,A,0,0,136,0
Online TA,0,No Deposit,0,Transient-Party,E,0,1,47,0
Online TA,0,No Deposit,0,Transient,D,0,1,64,0
Online TA,0,No Deposit,0,Transient,E,0,0,53,0
Groups,0,No Deposit,0,Transient-Party,A,0,1,98,0
Online TA,0,No Deposit,0,Group,A,0,0,1,0
Direct,0,No Deposit,0,Transient-Party,E,0,0,187,0
Direct,0,No Deposit,0,Transient,E,1,0,205,0
Direct,0,No Deposit,0,Transient,F,0,1,1,0
Direct,0,No Deposit,0,Transient,A,0,0,49,0
Offline TA/TO,0,No Deposit,0,Group,A,0,1,1,0
Online TA,0,No Deposit,0,Transient,Others,1,0,1,0
Groups,0,No Deposit,0,Transient-Party,A,0,1,44,0
Others,0,No Deposit,0,Transient,G,1,1,4,0
Online TA,0,No Deposit,0,Transient-Party,A,0,1,215,0
Online TA,1,No Deposit,0,Transient,A,0,1,357,1
Direct,0,No Deposit,0,Transient,D,0,1,163,0
Groups,0,No Deposit,0,Transient-Party,A,0,1,177,0
Online TA,0,No Deposit,0,Transient,D,0,1,181,0
Direct,0,No Deposit,0,Transient,A,0,1,184,0
Direct,0,No Deposit,0,Transient,F,0,1,95,0
Direct,0,No Deposit,0,Transient,Others,0,0,75,0
Direct,0,No Deposit,0,Transient,A,0,1,116,0
Online TA,0,No Deposit,0,Transient,A,0,1,17,0
Online TA,0,No Deposit,0,Transient,G,1,1,95,0
Direct,0,No Deposit,0,Transient,E,0,1,6,1
Direct,0,No Deposit,0,Transient,E,1,1,14,0
Online TA,0,No Deposit,0,Transient-Party,A,0,0,163,0
Online TA,0,No Deposit,0,Transient-Party,A,0,0,146,0
Online TA,0,No Deposit,0,Transient,F,0,1,69,1
Direct,0,No Deposit,0,Transient,E,0,0,46,0
Offline TA/TO,0,No Deposit,0,Transient,A,1,0,175,0
Groups,0,No Deposit,0,Transient,A,0,1,6,0
Online TA,0,No Deposit,0,Transient,F,0,1,6,0
Online TA,0,No Deposit,0,Transient-Party,D,0,0,133,1
Direct,1,No Deposit,0,Transient,E,0,0,1,0
Online TA,0,No Deposit,0,Transient,D,0,1,112,1
Online TA,0,No Deposit,0,Transient-Party,B,0,1,82,1
Online TA,0,No Deposit,0,Transient-Party,E,0,1,239,0
Direct,0,No Deposit,0,Transient-Party,A,0,1,13,0
Online TA,0,No Deposit,0,Transient,F,0,0,27,1
Direct,0,No Deposit,0,Transient,A,0,0,40,1
Direct,0,No Deposit,0,Transient,F,0,1,78,0
Online TA,0,No Deposit,0,Transient,A,0,1,54,1
Online TA,0,No Deposit,0,Transient,D,0,0,8,0
Online TA,0,No Deposit,0,Transient,E,0,1,76,0
Offline TA/TO,0,No Deposit,0,Transient,A,0,0,315,0
Online TA,0,No Deposit,0,Transient-Party,D,0,0,3,1
Online TA,0,No Deposit,0,Transient,A,0,1,152,1
Online TA,0,No Deposit,0,Transient,A,0,1,65,1
Offline TA/TO,0,No Deposit,0,Transient,E,0,1,62,1
Groups,0,No Deposit,0,Transient,A,0,1,49,0
Online TA,0,No Deposit,0,Transient,A,0,1,18,1
Online TA,0,No Deposit,0,Transient,B,0,1,276,0
Corporate,0,No Deposit,0,Transient-Party,A,0,1,12,0
Online TA,0,No Deposit,0,Transient,D,0,1,13,1
Direct,0,No Deposit,0,Transient,Others,0,0,27,0
Offline TA/TO,0,No Deposit,0,Transient,A,1,1,12,0
Online TA,0,No Deposit,0,Transient,B,0,0,0,0
Direct,0,No Deposit,0,Group,D,1,0,6,0
Online TA,0,No Deposit,0,Transient,E,0,1,194,1
Direct,0,No Deposit,0,Transient,A,0,1,31,1
Direct,0,No Deposit,0,Transient,D,0,1,22,0
Online TA,0,No Deposit,0,Transient-Party,A,0,1,8,0
Online TA,0,No Deposit,0,Contract,A,0,1,20,0
Online TA,0,No Deposit,0,Transient,F,0,0,4,0
Online TA,0,No Deposit,0,Transient-Party,A,1,1,68,0
Offline TA/TO,0,No Deposit,0,Transient-Party,A,0,0,181,0
Offline TA/TO,0,No Deposit,0,Transient-Party,A,0,0,2,0
Online TA,0,No Deposit,0,Transient,D,0,1,51,1
Direct,0,No Deposit,0,Transient,A,1,1,41,0
Offline TA/TO,0,No Deposit,0,Contract,E,0,0,143,0
Online TA,0,No Deposit,0,Transient-Party,A,0,0,40,1
Groups,0,No Deposit,0,Transient,A,0,0,4,0
Offline TA/TO,0,No Deposit,0,Transient,D,0,1,55,0
Direct,1,No Deposit,0,Transient,A,0,1,49,1
Online TA,0,No Deposit,0,Transient,D,0,1,174,1
Online TA,0,No Deposit,0,Transient,A,0,1,165,1
Online TA,0,No Deposit,0,Transient,D,1,0,120,0
Online TA,0,No Deposit,0,Group,A,1,1,1,0
Online TA,0,No Deposit,0,Transient-Party,B,0,1,251,1
Online TA,0,No Deposit,0,Transient,Others,0,1,2,0
Online TA,0,No Deposit,0,Transient,G,0,1,272,0
Direct,0,No Deposit,0,Transient,F,0,0,220,1
Online TA,0,No Deposit,0,Transient,B,1,1,202,0
Direct,0,No Deposit,0,Group,Others,0,0,0,0
Online TA,0,No Deposit,0,Transient,B,0,0,194,1
Direct,0,No Deposit,0,Transient,A,1,1,23,0
Online TA,0,No Deposit,0,Transient,A,0,1,245,1
Others,1,No Deposit,0,Transient-Party,A,0,1,2,0
Online TA,0,No Deposit,0,Transient-Party,E,1,1,242,0
Others,0,No Deposit,0,Transient,G,0,1,18,1
Online TA,0,No Deposit,0,Transient,A,0,1,194,0
Direct,0,No Deposit,0,Transient,E,0,1,213,1
Others,0,No Deposit,0,Transient,A,0,1,7,0
Corporate,0,No Deposit,0,Transient-Party,A,1,0,47,0
Offline TA/TO,0,No Deposit,0,Transient-Party,E,0,0,15,0
Online TA,0,No Deposit,0,Transient,F,0,1,105,0
Online TA,0,No Deposit,0,Transient,F,0,0,7,0
Offline TA/TO,0,No Deposit,0,Transient-Party,E,0,0,147,1
Online TA,0,No Deposit,0,Transient,E,1,1,1,0
Direct,0,No Deposit,0,Transient,G,1,0,105,0
Offline TA/TO,0,No Deposit,0,Contract,A,0,0,314,0
Offline TA/TO,0,No Deposit,0,Transient-Party,D,0,1,179,0
Groups,0,No Deposit,0,Transient-Party,A,0,1,59,0
Online TA,0,No Deposit,0,Transient,A,0,0,57,1
Direct,0,No Deposit,0,Group,E,0,0,6,0
Direct,0,No Deposit,0,Transient,A,1,1,59,0
Online TA,0,No Deposit,0,Transient,F,0,0,2,0
Online TA,0,No Deposit,0,Group,A,0,1,132,1
Online TA,0,No Deposit,0,Transient,A,1,1,85,0
Online TA,0,No Deposit,0,Transient,A,0,1,70,0
Online TA,0,No Deposit,0,Transient,D,0,1,115,1
Online TA,0,No Deposit,0,Transient,A,1,1,56,0
Online TA,0,No Deposit,0,Transient-Party,A,0,1,123,1
Offline TA/TO,0,No Deposit,0,Transient,A,0,1,201,0
Online TA,0,No Deposit,0,Transient-Party,E,0,1,3,0
Direct,0,No Deposit,0,Transient,F,0,0,30,0
Direct,0,No Deposit,0,Transient,E,1,1,2,0
Online TA,0,No Deposit,0,Transient,E,0,1,106,1
Online TA,0,No Deposit,0,Transient,F,0,0,38,1
Online TA,0,No Deposit,0,Transient,D,1,0,1,0
Online TA,0,No Deposit,0,Transient,Others,0,0,16,0
Direct,0,No Deposit,0,Transient,E,1,1,11,0
Online TA,0,No Deposit,0,Transient,D,0,1,130,1
Groups,0,No Deposit,0,Transient-Party,Others,0,0,203,0
Groups,0,No Deposit,0,Transient-Party,A,0,1,8,0
Offline TA/TO,0,No Deposit,0,Transient-Party,A,0,1,120,0
Offline TA/TO,0,No Deposit,0,Contract,D,0,0,142,0
Groups,0,No Deposit,0,Transient-Party,A,0,1,258,0
Online TA,0,No Deposit,0,Transient,D,0,1,79,1
Offline TA/TO,0,No Deposit,0,Transient-Party,D,0,1,246,0
Corporate,0,No Deposit,0,Transient-Party,A,1,1,16,0
Online TA,0,No Deposit,0,Transient-Party,G,0,1,77,0
Direct,0,No Deposit,0,Transient-Party,B,1,0,326,0
Online TA,0,No Deposit,0,Transient,A,0,0,17,1
Corporate,0,No Deposit,0,Transient-Party,A,0,1,24,0
Online TA,0,No Deposit,0,Transient,A,1,1,24,0
Online TA,0,No Deposit,0,Transient,A,0,0,148,1
Offline TA/TO,0,No Deposit,0,Transient-Party,A,0,0,143,0
Online TA,0,No Deposit,0,Transient,G,0,1,151,0
Online TA,0,No Deposit,0,Transient-Party,B,0,0,14,1
Online TA,0,No Deposit,0,Transient-Party,D,0,1,25,0
Direct,0,No Deposit,0,Transient,D,0,0,106,0
Online TA,0,No Deposit,0,Transient,D,0,1,34,1
Corporate,0,Non Refund,0,Transient,A,0,0,10,1
Online TA,0,No Deposit,0,Transient,G,1,1,33,0
Online TA,0,No Deposit,0,Transient,F,0,1,25,1
Groups,0,No Deposit,0,Contract,A,0,1,58,0
Online TA,0,No Deposit,0,Transient,D,0,0,1,0
Online TA,0,No Deposit,0,Transient,A,0,1,92,0
Online TA,0,No Deposit,0,Transient,Others,0,1,49,0
Online TA,0,No Deposit,0,Transient,E,0,0,346,1
Online TA,0,No Deposit,0,Transient,D,0,0,66,0
Corporate,0,No Deposit,0,Transient,A,0,0,21,0
Online TA,0,No Deposit,0,Group,A,1,1,66,0
Corporate,0,No Deposit,0,Transient,A,0,1,3,1
Offline TA/TO,0,No Deposit,0,Transient,D,0,0,350,0
Online TA,0,No Deposit,0,Transient-Party,E,0,1,96,0
Online TA,0,No Deposit,0,Transient,D,0,1,75,0
Direct,0,No Deposit,0,Transient-Party,A,0,1,141,0
Online TA,0,No Deposit,0,Transient-Party,E,0,1,77,0
Direct,0,No Deposit,0,Transient,Others,0,1,166,0
Groups,0,No Deposit,0,Transient-Party,A,0,0,57,1
Online TA,0,No Deposit,0,Transient,A,0,0,85,1
Online TA,0,No Deposit,0,Transient,F,0,1,169,0
Online TA,0,No Deposit,0,Transient,G,0,0,111,1
Online TA,0,No Deposit,0,Transient,E,0,0,181,0
Offline TA/TO,0,No Deposit,0,Transient,F,0,0,31,0
Direct,0,No Deposit,0,Transient,E,1,1,23,0
Online TA,0,No Deposit,0,Transient,D,0,1,129,0
Direct,0,No Deposit,0,Transient,A,0,0,50,0
Online TA,0,No Deposit,0,Transient,E,1,1,41,0
Direct,1,No Deposit,0,Transient,G,0,1,183,1
Offline TA/TO,0,No Deposit,0,Contract,D,0,1,92,0
Corporate,0,No Deposit,0,Transient-Party,A,0,1,38,0
Offline TA/TO,0,No Deposit,0,Transient,A,0,1,21,0
Online TA,0,No Deposit,0,Transient,E,0,0,116,1
Online TA,0,No Deposit,0,Transient,E,0,1,66,0
Online TA,0,No Deposit,0,Transient,D,0,0,152,0
Corporate,0,No Deposit,0,Transient-Party,A,0,0,12,0
Online TA,0,No Deposit,0,Transient,B,0,1,116,1
Direct,0,No Deposit,0,Transient,E,0,1,2,1
Direct,0,No Deposit,0,Transient,G,0,1,18,0
Direct,0,No Deposit,0,Transient,F,0,0,16,0
Offline TA/TO,0,No Deposit,0,Group,D,0,1,0,0
Online TA,0,No Deposit,0,Transient-Party,A,0,1,48,0
Direct,0,No Deposit,0,Transient,E,0,1,145,1
Online TA,0,No Deposit,0,Transient-Party,D,0,1,67,0
Direct,0,No Deposit,0,Contract,A,1,1,71,0
Offline TA/TO,0,No Deposit,0,Transient,E,0,1,163,0
Direct,0,No Deposit,0,Transient,G,0,1,17,0
Offline TA/TO,0,No Deposit,0,Transient-Party,A,0,1,423,0
Groups,0,No Deposit,0,Transient-Party,D,0,0,7,0
Online TA,0,No Deposit,0,Transient,F,0,0,185,0
Direct,0,No Deposit,0,Transient,G,0,1,99,0
Direct,0,No Deposit,0,Transient,B,0,0,122,0
Corporate,1,No Deposit,0,Transient,A,0,0,29,0
Online TA,0,No Deposit,0,Transient,D,0,1,5,1
Online TA,0,No Deposit,0,Transient,D,1,1,51,0
Online TA,0,No Deposit,0,Transient,Others,0,0,44,0
Online TA,0,No Deposit,0,Transient-Party,D,1,1,121,0
Online TA,0,No Deposit,0,Transient,F,0,1,125,0
Online TA,0,No Deposit,0,Transient,D,0,0,138,1
Online TA,0,No Deposit,0,Transient-Party,A,1,1,33,0
Others,0,No Deposit,0,Transient,A,0,0,2,1
Online TA,0,No Deposit,0,Transient,F,0,1,52,0
Online TA,0,No Deposit,0,Transient,B,0,1,217,0
Offline TA/TO,0,No Deposit,0,Transient-Party,D,0,1,46,0
Offline TA/TO,0,No Deposit,0,Contract,A,0,0,195,0
Online TA,0,No Deposit,0,Transient,G,1,0,5,0
Online TA,0,No Deposit,0,Transient,D,0,1,49,0
Direct,0,No Deposit,0,Transient,E,0,1,102,1
Online TA,0,No Deposit,0,Transient,A,0,0,25,0
Direct,0,No Deposit,0,Transient,Others,0,1,207,0
Online TA,0,No Deposit,0,Contract,B,0,0,130,0
Online TA,0,No Deposit,0,Transient,D,0,0,12,0
Corporate,0,No Deposit,0,Transient,A,0,0,0,0
Direct,0,No Deposit,0,Transient,Others,1,0,56,0
Online TA,0,No Deposit,0,Transient-Party,A,1,1,31,0
Direct,0,No Deposit,0,Transient,E,0,1,53,0
Online TA,0,No Deposit,0,Transient,D,0,1,33,0
Offline TA/TO,0,No Deposit,0,Transient,A,0,1,71,1
Offline TA/TO,0,No Deposit,0,Contract,D,0,1,167,0
Direct,0,No Deposit,0,Group,D,0,0,1,0
Direct,0,No Deposit,0,Transient,A,0,0,7,0
Online TA,0,No Deposit,0,Transient,F,0,0,154,1
Online TA,0,No Deposit,0,Transient,E,0,1,165,0
Online TA,0,No Deposit,0,Transient,A,0,0,90,0
Online TA,0,No Deposit,0,Transient-Party,D,1,1,140,0
Online TA,0,No Deposit,0,Contract,A,0,1,9,0
Offline TA/TO,0,No Deposit,0,Group,G,0,0,0,0
Online TA,0,No Deposit,0,Transient,A,0,1,80,1
Direct,0,No Deposit,0,Transient,D,1,0,71,0
Online TA,0,No Deposit,0,Contract,F,0,1,11,1
Online TA,0,No Deposit,0,Transient,D,1,1,294,0
Offline TA/TO,0,No Deposit,0,Transient,D,0,1,252,0
Online TA,0,No Deposit,0,Transient,A,0,1,103,1
Online TA,0,No Deposit,0,Transient,G,0,0,20,1
Direct,0,No Deposit,0,Transient,E,1,1,237,0
Offline TA/TO,0,No Deposit,0,Transient-Party,A,0,1,21,0
Direct,0,No Deposit,0,Transient,G,0,1,54,0
Offline TA/TO,0,No Deposit,0,Transient,E,0,1,103,0
Online TA,0,No Deposit,0,Transient,A,1,0,19,0
Others,0,No Deposit,0,Transient,D,0,0,1,0
Online TA,0,No Deposit,0,Transient,E,0,1,102,0
Online TA,0,No Deposit,0,Transient,D,0,0,19,1
Groups,0,No Deposit,0,Transient-Party,A,0,1,408,0
Offline TA/TO,0,No Deposit,0,Transient,A,0,1,79,0
Online TA,0,No Deposit,0,Transient,A,1,1,21,0
Direct,0,No Deposit,0,Transient-Party,D,0,0,172,0
Online TA,0,No Deposit,0,Transient,D,1,0,0,0
Online TA,0,No Deposit,0,Transient,D,0,1,57,1
Online TA,0,No Deposit,0,Transient,D,1,0,4,0
Online TA,0,No Deposit,0,Transient-Party,Others,0,1,114,1
Online TA,0,No Deposit,0,Transient,Others,1,1,17,0
Direct,0,No Deposit,0,Transient-Party,F,0,1,25,0
Groups,1,No Deposit,0,Transient-Party,A,0,0,468,1
Online TA,0,No Deposit,0,Transient,D,0,0,38,1
Online TA,0,No Deposit,0,Transient,A,0,1,22,0
Offline TA/TO,0,No Deposit,0,Transient,E,0,0,4,0
Online TA,0,No Deposit,0,Transient,D,0,1,331,1
Direct,1,No Deposit,0,Transient,A,0,0,46,1
Online TA,0,No Deposit,0,Transient,D,1,1,0,0
Online TA,0,No Deposit,0,Transient,D,0,0,191,0
Online TA,0,No Deposit,0,Transient,Others,0,1,41,0
Direct,0,No Deposit,0,Transient,D,0,0,44,0
Online TA,0,No Deposit,0,Transient,F,0,1,165,0
Offline TA/TO,0,No Deposit,0,Transient-Party,A,0,0,84,1
Direct,1,No Deposit,0,Transient,D,0,1,7,1
Online TA,0,No Deposit,0,Contract,A,0,0,21,0
Direct,0,No Deposit,0,Transient,G,0,1,26,0
Direct,0,No Deposit,0,Transient,D,0,1,29,1
Online TA,0,No Deposit,0,Transient,A,1,1,248,0
Direct,0,No Deposit,0,Transient,G,0,1,86,0
Offline TA/TO,0,No Deposit,0,Contract,A,0,0,63,0
Online TA,0,No Deposit,0,Transient,A,0,0,4,0
Online TA,0,No Deposit,0,Transient-Party,D,1,0,11,0
Offline TA/TO,0,No Deposit,0,Transient-Party,A,0,1,246,0
Online TA,0,No Deposit,0,Transient,D,0,0,35,0
Online TA,0,No Deposit,0,Transient,D,0,1,217,0
Direct,1,No Deposit,0,Transient,A,0,1,3,1
Online TA,0,No Deposit,0,Transient,A,0,1,75,0
Online TA,0,No Deposit,0,Transient,A,0,1,329,1
Offline TA/TO,0,No Deposit,0,Transient-Party,A,1,0,56,0
Online TA,0,No Deposit,0,Transient,G,0,0,114,1
Offline TA/TO,0,No Deposit,0,Transient,A,0,1,107,0
Corporate,0,No Deposit,0,Transient,E,0,0,40,0
Online TA,0,No Deposit,0,Transient,F,1,1,119,0
Online TA,0,No Deposit,0,Transient,F,0,1,69,0
Online TA,0,No Deposit,0,Transient,E,0,1,29,0
Offline TA/TO,0,No Deposit,0,Transient-Party,D,0,1,197,0
Offline TA/TO,0,No Deposit,0,Transient-Party,A,0,0,160,0
Online TA,0,No Deposit,0,Transient-Party,D,0,0,6,0
Online TA,0,No Deposit,0,Transient,E,0,1,12,0
Direct,0,No Deposit,0,Group,E,0,1,27,0
Offline TA/TO,0,No Deposit,0,Transient-Party,A,1,1,2,0
Corporate,0,No Deposit,0,Transient-Party,A,0,1,5,0
Online TA,0,No Deposit,0,Contract,A,0,0,53,0
Direct,0,No Deposit,0,Transient,D,0,1,41,0
Online TA,0,No Deposit,0,Transient,A,0,1,292,0
Online TA,0,No Deposit,0,Transient-Party,E,0,0,12,0
Online TA,0,No Deposit,0,Transient,F,0,1,27,1
Others,0,No Deposit,0,Transient,A,1,1,8,0
Direct,0,No Deposit,0,Transient,D,1,1,6,0
Online TA,0,No Deposit,0,Transient,A,1,0,128,0
Direct,0,No Deposit,0,Contract,A,0,1,77,0
Online TA,0,No Deposit,0,Transient,A,0,1,264,1
Offline TA/TO,0,No Deposit,0,Transient-Party,A,0,0,191,1
Online TA,0,No Deposit,0,Transient-Party,B,0,0,71,0
Offline TA/TO,0,No Deposit,0,Transient,D,1,1,133,0
Online TA,0,No Deposit,0,Transient,E,0,1,137,1
Online TA,0,No Deposit,0,Transient-Party,F,0,1,0,0
Online TA,0,No Deposit,0,Group,A,0,1,2,0
Online TA,0,No Deposit,0,Transient-Party,E,0,1,241,0
Groups,0,No Deposit,0,Transient-Party,A,0,1,414,0
Groups,0,Non Refund,0,Transient-Party,A,0,0,0,0
Offline TA/TO,0,No Deposit,0,Transient-Party,A,0,1,247,0
Direct,0,No Deposit,0,Transient,G,1,1,226,0
Corporate,0,No Deposit,0,Transient,A,0,1,59,0
Groups,0,No Deposit,0,Group,A,0,0,0,0
Online TA,0,No Deposit,0,Transient,D,0,1,28,1
Offline TA/TO,1,No Deposit,0,Transient,Others,0,0,234,1
Online TA,0,No Deposit,0,Transient-Party,D,0,1,32,0
Online TA,0,No Deposit,0,Transient,Others,0,1,64,0
Online TA,0,No Deposit,0,Transient-Party,A,0,0,21,0
Online TA,0,No Deposit,0,Transient-Party,E,0,1,33,0
Online TA,0,No Deposit,0,Transient,E,0,1,153,0
Online TA,0,No Deposit,0,Transient,D,0,1,53,0
Direct,0,No Deposit,0,Transient-Party,A,0,1,125,1
Direct,0,No Deposit,0,Contract,A,1,1,77,0
Online TA,0,No Deposit,0,Transient-Party,D,1,1,10,0
Online TA,0,No Deposit,0,Transient,D,1,1,57,0
Corporate,0,No Deposit,0,Group,A,0,0,6,0
Online TA,0,No Deposit,0,Transient,E,0,1,87,0
Online TA,0,No Deposit,0,Transient-Party,A,0,1,13,0
Direct,0,No Deposit,0,Transient,Others,0,0,1,0
Offline TA/TO,0,No Deposit,0,Transient,F,0,0,51,0
Groups,0,No Deposit,0,Transient-Party,A,0,0,67,0
Online TA,0,No Deposit,0,Transient,A,0,0,279,1
Direct,0,No Deposit,0,Transient,G,1,1,160,0
Offline TA/TO,0,No Deposit,0,Group,G,0,1,0,0
Groups,0,No Deposit,0,Transient-Party,A,0,0,15,0
Online TA,0,No Deposit,0,Transient,A,0,0,116,1
Direct,0,No Deposit,0,Transient-Party,A,0,1,8,0
Online TA,0,No Deposit,0,Contract,A,0,1,47,0
Groups,0,Refundable,0,Transient-Party,D,0,0,203,1
Direct,0,No Deposit,0,Transient-Party,B,0,1,326,0
Direct,0,No Deposit,0,Transient,A,0,1,89,1
Others,0,No Deposit,0,Transient,A,0,1,45,0
Online TA,0,No Deposit,0,Transient,F,0,1,30,0
Direct,0,No Deposit,0,Transient,E,0,1,157,1
Online TA,0,No Deposit,0,Transient,A,1,1,124,0
Offline TA/TO,0,No Deposit,0,Contract,A,0,0,36,0
Corporate,0,No Deposit,0,Transient,A,1,0,84,0
Offline TA/TO,0,No Deposit,0,Transient-Party,A,0,0,95,1
Online TA,0,No Deposit,0,Transient-Party,A,0,1,287,0
Online TA,0,No Deposit,0,Transient,G,0,1,28,1
Online TA,0,No Deposit,0,Transient,E,1,1,24,0
Direct,0,No Deposit,0,Transient,A,1,0,25,0
Online TA,0,No Deposit,0,Transient,Others,0,1,63,0
Direct,0,No Deposit,0,Transient-Party,E,0,1,168,0
Online TA,1,No Deposit,0,Transient,D,0,1,108,1
Corporate,0,No Deposit,0,Transient,A,0,0,2,0
Online TA,0,No Deposit,0,Transient,B,0,1,85,0
Online TA,0,No Deposit,0,Transient,E,0,1,80,0
Online TA,0,No Deposit,0,Transient-Party,A,0,0,61,0
Offline TA/TO,0,No Deposit,0,Transient-Party,F,1,1,11,0
Online TA,0,No Deposit,0,Transient,Others,0,0,131,1
Direct,0,No Deposit,0,Transient-Party,D,0,1,31,0
Online TA,0,No Deposit,0,Transient,A,0,1,104,0
Online TA,0,No Deposit,0,Transient-Party,A,0,1,109,0
Direct,0,No Deposit,0,Transient-Party,A,0,0,7,1
Direct,0,No Deposit,0,Transient-Party,F,0,1,201,0
Online TA,0,No Deposit,0,Transient,E,0,0,69,1
Online TA,0,No Deposit,0,Transient,A,0,1,106,1
Online TA,0,No Deposit,0,Transient,F,0,0,106,0
Online TA,0,No Deposit,0,Transient-Party,A,1,1,141,0
Offline TA/TO,0,No Deposit,0,Transient,A,1,0,182,0
Online TA,0,No Deposit,0,Transient-Party,G,0,0,66,0
Online TA,0,No Deposit,0,Transient-Party,B,0,0,195,1
Online TA,0,No Deposit,0,Transient,A,1,1,292,0
Direct,0,No Deposit,0,Transient,E,0,0,7,0
Groups,0,No Deposit,0,Transient-Party,A,0,1,36,0
Direct,0,No Deposit,0,Transient,D,1,0,26,0
Online TA,0,No Deposit,0,Transient,E,0,1,106,0
Direct,0,No Deposit,0,Transient,A,0,0,80,0
Direct,0,No Deposit,0,Transient,A,0,1,197,0
Online TA,0,No Deposit,0,Transient,G,0,1,0,0
Offline TA/TO,0,No Deposit,0,Transient,A,0,0,19,0
Online TA,0,No Deposit,0,Transient,D,0,1,163,1
Online TA,0,No Deposit,0,Transient,Others,0,1,77,0
Groups,0,Non Refund,0,Transient,A,0,0,87,1
Direct,0,No Deposit,0,Transient,F,1,1,8,0
Offline TA/TO,0,No Deposit,0,Transient,A,0,1,222,0
Direct,0,No Deposit,0,Transient,E,1,1,61,0
Online TA,0,No Deposit,0,Transient,D,1,1,8,0
Direct,0,No Deposit,0,Transient,A,0,0,3,0
Online TA,0,No Deposit,0,Transient,G,0,1,69,1
Direct,0,No Deposit,0,Transient,D,0,0,257,0
Online TA,0,No Deposit,0,Transient-Party,E,0,0,153,1
Offline TA/TO,0,No Deposit,0,Group,E,0,0,228,0
Direct,0,No Deposit,0,Group,A,0,0,2,0
Direct,0,No Deposit,0,Transient,E,0,0,36,1
Online TA,0,No Deposit,0,Transient,F,0,0,49,1
Online TA,0,No Deposit,0,Transient,G,1,1,19,0
Online TA,0,No Deposit,0,Transient-Party,E,1,1,28,0
Online TA,0,No Deposit,0,Transient,A,0,1,202,0
Online TA,0,No Deposit,0,Transient,E,0,0,80,1
Direct,0,No Deposit,0,Transient,E,0,1,11,1
Direct,0,No Deposit,0,Transient,E,0,0,30,1
Online TA,0,No Deposit,0,Transient,B,0,0,115,1
Online TA,0,No Deposit,0,Transient,E,0,0,34,1
Corporate,0,No Deposit,0,Transient,G,0,1,1,0
Online TA,0,No Deposit,0,Transient,A,0,1,90,0
Online TA,0,No Deposit,0,Transient-Party,B,0,0,51,1
Online TA,0,No Deposit,0,Transient,B,0,0,185,0
Groups,0,Non Refund,0,Transient,E,0,0,208,1
